FundingInstrumentGaLevel1,AmountGranted,FundingInstrumentGaReporting,FundingInstrumentGaReporting_De,FundingInstrumentGaReporting_Fr,FundingInstrumentGa
Projects,225167,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1016494,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,255112,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,638384,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,710716,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,609000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,540000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,458333,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,527836,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,680849,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1197315,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,534129,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,851665,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,406115,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,685604,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,721457,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,592380,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,329623,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1115925,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,370000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,576766,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,800000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,493700,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,234612,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1100000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1096200,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1128124,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,431321,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,628568,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,673613,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1107504,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,409464,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1074058,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,243248,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,466018,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,698428,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,916368,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,533709,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,908000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,347968,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,564100,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,900000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,425324,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,716848,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,485018,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,579332,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1058638,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,630000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,750000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,820669,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,485414,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1100000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,650816,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,488368,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,356823,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,401471,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1027466,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,433555,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1107234,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,382565,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,634442,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,720000,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,355836,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,532572,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,916708,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,520304,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,1131380,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,871155,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,458683,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,657532,Project funding,Projektförderung,Encouragement de projets,Project funding
Projects,840000,Project funding,Projektförderung,Encouragement de projets,Project funding
